number,link,name,rating,features,price,image,
"21","www.flipkart.com/dyanora-60-cm-24-inch-hd-ready-led-tv-noise-reduction-cinema-zoom-powerful-audio-box-speakers/p/itmbb88d38107ee7?pid=TVSG4YVQY4ZYQZWY&lid=LSTTVSG4YVQY4ZYQZWYTZLXFE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_2iXcqV3ds7m%2FHGTjcM9NuEh%2BIN%2FFCuhRF2iYtPspUGd7zJP%2BAxiJXvFT6CvuUJz2jk80qNFwSK3BvM%2B2FWsICg%3D%3D&ppt=None&ppn=None&ssid=7qzhe18p9c0000001668447480378&qH=c9a1fdac6e082dd8","Dyanora 60 cm (24 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹5,599","https://rukminim1.flixcart.com/image/312/312/l4ssfww0/television/8/1/x/-original-imagfm4bjkgbzxky.jpeg?q=70",
"22","www.flipkart.com/dyanora-80-cm-32-inch-hd-ready-led-tv-noise-reduction-cinema-zoom-powerful-audio-box-speakers/p/itmfaa424dee9dec?pid=TVSG4YVQGCBHNNXM&lid=LSTTVSG4YVQGCBHNNXMB6JC60&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_2iXcqV3ds7m%2FHGTjcM9NuEh%2BIN%2FFCuhRF2iYtPspUGfBsKkMlBLSLrRILJWOo0losfyx%2BvHSqe3qJ6bRz3p7Ng%3D%3D&ppt=None&ppn=None&ssid=7qzhe18p9c0000001668447480378&qH=c9a1fdac6e082dd8","Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹7,399","https://rukminim1.flixcart.com/image/312/312/ktvucnk0/television/8/n/i/dy-ld32h2s-dy-ld32h2s-dyanora-original-imag74htxjzpmafg.jpeg?q=70",
"23","www.flipkart.com/motorola-revou-2-109-cm-43-inch-ultra-hd-4k-led-smart-android-tv-sound-boat-dolby-vision/p/itm049213b5b84ef?pid=TVSGHBGCGBXXKXRT&lid=LSTTVSGHBGCGBXXKXRTZL5FAZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=5ea4aa07-7351-4600-a2fd-e0b6e856518b.TVSGHBGCGBXXKXRT.SEARCH&ppt=None&ppn=None&ssid=7qzhe18p9c0000001668447480378&qH=c9a1fdac6e082dd8","MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Sound by boAt and Dolby Visi...","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹21,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/4/l/x/-original-imagj4u8znzfzxnz.jpeg?q=70",
"24","www.flipkart.com/iffalcon-tcl-k61-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv/p/itm84e42ebb82cc7?pid=TVSFUYG878ZNNQKG&lid=LSTTVSFUYG878ZNNQKG9VOVOE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=5ea4aa07-7351-4600-a2fd-e0b6e856518b.TVSFUYG878ZNNQKG.SEARCH&ppt=None&ppn=None&ssid=7qzhe18p9c0000001668447480378&qH=c9a1fdac6e082dd8","iFFALCON by TCL K61 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹28,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/k/t/z/-original-imaghu25yn2cxfzk.jpeg?q=70",
"25","www.flipkart.com/adsun-smart-series-60-cm-24-inch-hd-ready-led-android-based-tv/p/itm6c4b3411aeb50?pid=TVSGAHZYEWJC9APV&lid=LSTTVSGAHZYEWJC9APVPDMHEN&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtEYOZ2jShruFv6tpd0kRZSQOXTAOJG0M4OV7x%2FPAaSYdw%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV","3.8","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']","₹6,649","https://rukminim1.flixcart.com/image/312/312/kzn17680/television/j/f/u/a-2440s-adsun-original-imagbhqzg9ea4cg5.jpeg?q=70",
"26","www.flipkart.com/adsun-80-cm-32-inch-hd-ready-led-smart-android-based-tv/p/itmffmnvy7khsuzx?pid=TVSFFMNVUVNS3SHF&lid=LSTTVSFFMNVUVNS3SHFVWHTAU&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtGOVjV1igETiFFmssGkTa68rqlsa3eRSUv5f1pmO01dkQ%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Adsun 80 cm (32 inch) HD Ready LED Smart Android Based TV","3.8","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years of warranty']","₹8,264","https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70",
"27","www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tizen-tv-2022-model/p/itm3c07ddc2dd25d?pid=TVSGHY2UZA9YHWQN&lid=LSTTVSGHY2UZA9YHWQNNQENTU&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGHY2UZA9YHWQN.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model","4.3","['Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty On Panel']","₹13,490","https://rukminim1.flixcart.com/image/312/312/xif0q/television/w/a/3/-original-imagg48gk4gzgsag.jpeg?q=70",
"28","www.flipkart.com/mi-5a-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-2022-model/p/itm98501ffa297ba?pid=TVSGD5CS2SDUUZGN&lid=LSTTVSGD5CS2SDUUZGNWGZUUA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGD5CS2SDUUZGN.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model)","4.4","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years for Panel']","₹13,999","https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/television/u/a/c/l32m7-5ain-mi-original-imagdsdwqf6bkmkz.jpeg?q=70",
"29","www.flipkart.com/infinix-y1-80-cm-32-inch-hd-ready-led-smart-linux-tv/p/itme5476ca89d1b0?pid=TVSGFGF34GMTB9KF&lid=LSTTVSGFGF34GMTB9KFF9JZPY&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGFGF34GMTB9KF.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Infinix Y1 80 cm (32 inch) HD Ready LED Smart Linux TV","4.2","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Domestic Warranty']","₹8,999","https://rukminim1.flixcart.com/image/312/312/l572ufk0/television/e/f/g/32y1-32y1-infinix-original-imagfxczrxjjwxvf.jpeg?q=70",
"30","www.flipkart.com/oneplus-y1s-80-cm-32-inch-hd-ready-led-smart-android-tv-11-bezel-less-frame/p/itm0a39edd7df236?pid=TVSGAXEVXNG9YBUM&lid=LSTTVSGAXEVXNG9YBUMLGWYAS&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGAXEVXNG9YBUM.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Bezel-Less Frame","4.3","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']","₹15,999","https://rukminim1.flixcart.com/image/312/312/kzfvzww0/television/e/b/b/32hd2a00-32-y1s-oneplus-original-imagbgcewfqywgk7.jpeg?q=70",
"31","www.flipkart.com/realme-neo-80-cm-32-inch-hd-ready-led-smart-linux-tv/p/itm3493defce7f54?pid=TVSG6EFEFQTYNBMC&lid=LSTTVSG6EFEFQTYNBMCTRC86C&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSG6EFEFQTYNBMC.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","realme NEO 80 cm (32 inch) HD Ready LED Smart Linux TV","4.3","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years Warranty on the Display Panel']","₹11,999","https://rukminim1.flixcart.com/image/312/312/kulk9zk0/television/a/k/g/rmv2101-realme-original-imag7zh4etze62zy.jpeg?q=70",
"32","www.flipkart.com/adsun-frameless-80-cm-32-inch-hd-ready-led-smart-android-based-tv/p/itmdb08eafaa65fb?pid=TVSGAHZYMZNKZTUA&lid=LSTTVSGAHZYMZNKZTUAZYCLNZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtFeOdwboFX4IJh40OzpijuXgCJ4NeE%2FFjwsAJU0xxyE9Q%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Adsun Frameless 80 cm (32 inch) HD Ready LED Smart Android Based TV","3.8","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']","₹8,549","https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70",
"33","www.flipkart.com/oneplus-y1s-108-cm-43-inch-full-hd-led-smart-android-tv-11-bezel-less-frame/p/itm178846d2e1567?pid=TVSGAXEVSNT3HBQA&lid=LSTTVSGAXEVSNT3HBQA27QSBA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGAXEVSNT3HBQA.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV with Android 11 and Bezel-Less Frame","4.3","['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']","₹24,999","https://rukminim1.flixcart.com/image/312/312/kzfvzww0/television/g/4/k/43fd2a00-43-y1s-oneplus-original-imagbgc44gerfphz.jpeg?q=70",
"34","www.flipkart.com/iffalcon-tcl-k61-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itm3f760494090b0?pid=TVSFUYG8ZGXEG27H&lid=LSTTVSFUYG8ZGXEG27HLSFFE9&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSFUYG8ZGXEG27H.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","iFFALCON by TCL K61 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹18,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/3/k/y/-original-imaghu25jahgbhej.jpeg?q=70",
"35","www.flipkart.com/adsun-80-cm-32-inch-hd-ready-led-tv/p/itmffmnvusydzajr?pid=TVSFFMNVXFU4DFW4&lid=LSTTVSFFMNVXFU4DFW4CHQWEE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtEE%2BG84Xth1KeoUcV%2Fy70ZKuoMVFDN%2FT0Uq7iPVpiSQ1g%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Adsun 80 cm (32 inch) HD Ready LED TV","3.8","['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹7,599","https://rukminim1.flixcart.com/image/312/312/krntoy80/television/t/b/d/a-3200n-adsun-original-imag5ecyt6ystkrv.jpeg?q=70",
"36","www.flipkart.com/beethosol-109-cm-43-inch-full-hd-led-smart-android-tv/p/itmc15472b72bd69?pid=TVSGG79MRCQVZWUB&lid=LSTTVSGG79MRCQVZWUBF7MEDH&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtEJGKhzuAhFWmVo7qbxx2D3MdB3Lbzagw70dl5gETlB1g%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","BeethoSOL 109 cm (43 inch) Full HD LED Smart Android TV","4","['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty']","₹15,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/w/3/y/-original-imaghy7k8gbzwrcj.jpeg?q=70",
"37","www.flipkart.com/mi-5a-108-cm-43-inch-full-hd-led-smart-android-tv-dolby-audio-2022-model/p/itm2d5967449cb9b?pid=TVSGD5CS3CXNF2DF&lid=LSTTVSGD5CS3CXNF2DFPJ6HSF&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGD5CS3CXNF2DF.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Mi 5A 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Audio (2022 Model)","4.4","['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Warranty on Product and 2 Years for Panel']","₹23,999","https://rukminim1.flixcart.com/image/312/312/l2f20sw0/television/k/s/l/l43m7-eain-mi-original-imagdrtndgnrymr9.jpeg?q=70",
"38","www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-webos-tv/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","LG 80 cm (32 inch) HD Ready LED Smart WebOS TV","4.4","['Operating System: WebOS', 'HD Ready 1366 x 768 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']","₹13,990","https://rukminim1.flixcart.com/image/312/312/l0fm07k0/television/7/x/9/-original-imagc8fnpx39evgc.jpeg?q=70",
"39","www.flipkart.com/marq-flipkart-60-cm-24-inch-hd-ready-led-tv/p/itmaa134e2518c31?pid=TVSGGYRFPJ8BYXZA&lid=LSTTVSGGYRFPJ8BYXZA8KPE50&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGGYRFPJ8BYXZA.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","MarQ by Flipkart 60 cm (24 inch) HD Ready LED TV","4.2","['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹5,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/0/y/-original-imaggdaedzh5u4za.jpeg?q=70",
"40","www.flipkart.com/thomson-alpha-80-cm-32-inch-hd-ready-led-smart-linux-tv-30-w-sound-output-bezel-less-design/p/itm0e90bcdadb9c9?pid=TVSGEMQV7R4CMTGA&lid=LSTTVSGEMQV7R4CMTGAN8OZ8J&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGEMQV7R4CMTGA.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design","4.5","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']","₹8,499","https://rukminim1.flixcart.com/image/312/312/l51d30w0/television/1/k/j/-original-imagfsyu8nrz5gzg.jpeg?q=70",
"40","www.flipkart.com/thomson-alpha-80-cm-32-inch-hd-ready-led-smart-linux-tv-30-w-sound-output-bezel-less-design/p/itm0e90bcdadb9c9?pid=TVSGEMQV7R4CMTGA&lid=LSTTVSGEMQV7R4CMTGAN8OZ8J&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGEMQV7R4CMTGA.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design","4.5","['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']","₹8,499","https://rukminim1.flixcart.com/image/312/312/l51d30w0/television/1/k/j/-original-imagfsyu8nrz5gzg.jpeg?q=70",
"42","www.flipkart.com/dyanora-sigma-108-cm-43-inch-full-hd-led-smart-linux-tv-40-watt-box-speakers-bezel-less-design/p/itm2e4d9d61c405b?pid=TVSGHAEYYBZ9UEFX&lid=LSTTVSGHAEYYBZ9UEFX0464N5&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtHW0P%2BW1Nje%2BuDe9tvWZ8ud01uGl5MJky6D9PUnYBchqQ%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Dyanora Sigma 108 cm (43 inch) Full HD LED Smart Linux TV with 40 Watt Box Speakers & Bezel-Less Desig...","3.9","['Operating System: Linux', 'Full HD 1920 x 1080 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹14,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/m/u/l/-original-imagg4egzf27zdmk.jpeg?q=70",
"43","www.flipkart.com/iffalcon-tcl-f53-79-97-cm-32-inch-hd-ready-led-smart-android-tv-11/p/itmf4e9c6c14ccb0?pid=TVSGCYVJPAJMHGUW&lid=LSTTVSGCYVJPAJMHGUWTE92JA&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGCYVJPAJMHGUW.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","iFFALCON by TCL F53 79.97 cm (32 inch) HD Ready LED Smart Android TV with Android 11","4.2","['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹9,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/k/q/-original-imaghu25za2hq7dy.jpeg?q=70",
"44","www.flipkart.com/motorola-revou-2-109-cm-43-inch-ultra-hd-4k-led-smart-android-tv-sound-boat-dolby-vision/p/itm049213b5b84ef?pid=TVSGHBGCGBXXKXRT&lid=LSTTVSGHBGCGBXXKXRTZL5FAZ&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&spotlightTagId=TrendingId_ckf%2Fczl&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSGHBGCGBXXKXRT.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","MOTOROLA Revou 2 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Sound by boAt and Dolby Visi...","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹21,999","https://rukminim1.flixcart.com/image/312/312/xif0q/television/4/l/x/-original-imagj4u8znzfzxnz.jpeg?q=70",
"45","www.flipkart.com/dyanora-60-cm-24-inch-hd-ready-led-tv-noise-reduction-cinema-zoom-powerful-audio-box-speakers/p/itmbb88d38107ee7?pid=TVSG4YVQY4ZYQZWY&lid=LSTTVSG4YVQY4ZYQZWYTZLXFE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtFPDtXNp2ZXofYaqHWUlWQRjk80qNFwSK3BvM%2B2FWsICg%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Dyanora 60 cm (24 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹5,599","https://rukminim1.flixcart.com/image/312/312/l4ssfww0/television/8/1/x/-original-imagfm4bjkgbzxky.jpeg?q=70",
"46","www.flipkart.com/dyanora-80-cm-32-inch-hd-ready-led-tv-noise-reduction-cinema-zoom-powerful-audio-box-speakers/p/itmfaa424dee9dec?pid=TVSG4YVQGCBHNNXM&lid=LSTTVSG4YVQGCBHNNXMB6JC60&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_ZD2Pp7uQMBvOdvEI6Tsmr40GNE7B5yJxqg5LPIBdKtFh0wjpmqDdOM2KWYE8FV7%2Fsfyx%2BvHSqe3qJ6bRz3p7Ng%3D%3D&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹7,399","https://rukminim1.flixcart.com/image/312/312/ktvucnk0/television/8/n/i/dy-ld32h2s-dy-ld32h2s-dyanora-original-imag74htxjzpmafg.jpeg?q=70",
"47","www.flipkart.com/iffalcon-tcl-k61-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv/p/itm84e42ebb82cc7?pid=TVSFUYG878ZNNQKG&lid=LSTTVSFUYG878ZNNQKG9VOVOE&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSFUYG878ZNNQKG.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","iFFALCON by TCL K61 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV","4.3","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹28,499","https://rukminim1.flixcart.com/image/312/312/xif0q/television/k/t/z/-original-imaghu25yn2cxfzk.jpeg?q=70",
"48","www.flipkart.com/samsung-crystal-4k-pro-108-cm-43-inch-ultra-hd-4k-led-smart-tizen-tv-voice-search/p/itm0a79cecce4743?pid=TVSG2CG7NBNSRYGS&lid=LSTTVSG2CG7NBNSRYGSPSUX4U&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=8a826bec-4d27-49bb-976a-731bf13c06c2.TVSG2CG7NBNSRYGS.SEARCH&ppt=None&ppn=None&ssid=pwz5jt9s280000001668447481823&qH=c9a1fdac6e082dd8","SAMSUNG Crystal 4K Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search","4.4","['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Product Warranty and 1 Year Additional on Panel']","₹31,990","https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/v/h/5/-original-imageq5euy3ymznz.jpeg?q=70",
"49","www.flipkart.com/adsun-smart-series-60-cm-24-inch-hd-ready-led-android-based-tv/p/itm6c4b3411aeb50?pid=TVSGAHZYEWJC9APV&lid=LSTTVSGAHZYEWJC9APVPDMHEN&marketplace=FLIPKART&q=tv&store=ckf%2Fczl&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_0jhkQCmm%2BV75CKGMyhomsjTWVGdmJi0cFQl8sAFE1AYOlNV53DV%2F%2FJCBJSZ6JEG028NtV861w9FzmDwCGT7sOg%3D%3D&ppt=None&ppn=None&ssid=9wys43dro00000001668447483051&qH=c9a1fdac6e082dd8","Adsun Smart Series 60 cm (24 inch) HD Ready LED Smart Android Based TV","3.8","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '3 Years Standard Manufacturer Warranty from Adsun']","₹6,649","https://rukminim1.flixcart.com/image/312/312/kzn17680/television/j/f/u/a-2440s-adsun-original-imagbhqzg9ea4cg5.jpeg?q=70",
